Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_Score
12441.0,2,11,173.55,4,1,1,6
12443.0,368,21,485.31,1,2,2,5
12445.0,56,20,301.58000000000004,2,2,1,5
12449.0,46,10,768.6,3,1,3,7
12450.0,35,29,490.32,3,2,2,7
12451.0,99,157,3634.36,2,4,4,10
12454.0,31,25,13151.44,3,2,4,9
12455.0,81,137,3413.09,2,4,4,10
12457.0,71,22,632.68,2,2,2,6
12458.0,63,46,830.09,2,3,3,8
12459.0,241,23,454.36,1,2,2,5
12460.0,92,18,326.65,2,1,2,5
12466.0,318,1,56.73,1,1,1,3
12467.0,59,9,132.8,2,1,1,4
12468.0,162,112,2941.2,1,4,4,9
12469.0,158,76,3070.54,1,3,4,8
12470.0,325,23,211.95,1,2,1,4
12471.0,10,677,20139.739999999998,4,4,4,12
12472.0,5,572,11308.48,4,4,4,12
12474.0,14,286,5048.66,4,4,4,12
12475.0,45,25,426.26,3,2,2,7
12476.0,32,283,7298.99,3,4,4,11
12477.0,35,264,7056.63,3,4,4,11
12480.0,35,88,2183.2200000000003,3,3,4,10
12481.0,1,174,6765.07,4,4,4,12
12482.0,212,204,23691.4,1,4,4,9
12483.0,14,64,2635.6,4,3,4,11
12484.0,119,129,1828.43,2,4,4,10
12485.0,165,34,708.1,1,2,3,6
12486.0,67,49,1037.28,2,3,3,8
12487.0,366,2,285.29999999999995,1,1,1,3
12490.0,14,217,4405.71,4,4,4,12
12492.0,39,22,452.0,3,2,2,7
12494.0,1,34,626.77,4,2,2,8
12495.0,276,17,357.4,1,1,2,4
12496.0,256,13,54.09,1,1,1,3
12497.0,36,43,5205.400000000001,3,2,4,9
12499.0,196,27,393.72,1,2,2,5
12500.0,71,85,1697.39,2,3,3,8
12503.0,220,2,1126.0,1,1,3,5
12504.0,53,11,297.0,3,1,1,5
12505.0,44,42,955.2,3,2,3,8
12507.0,220,28,539.25,1,2,2,5
12510.0,95,112,4195.45,2,4,4,10
12511.0,64,190,3084.02,2,4,4,10
12514.0,277,33,580.08,1,2,2,5
12516.0,66,48,1336.56,2,3,3,8
12519.0,112,22,385.7,2,2,2,6
12523.0,10,144,2582.38,4,4,4,12
12524.0,24,96,6640.39,3,3,4,10
12525.0,134,60,973.73,2,3,3,8
12527.0,130,14,386.8,2,1,2,5
12529.0,164,21,316.48,1,2,2,5
12530.0,51,92,2096.98,3,3,4,10
12531.0,322,110,1807.98,1,4,4,9
12533.0,263,72,1367.89,1,3,3,7
12537.0,44,43,732.94,3,2,3,8
12538.0,14,13,276.5,4,1,1,6
12539.0,86,231,5646.400000000001,2,4,4,10
12540.0,14,293,8854.25,4,4,4,12
12542.0,120,39,481.88,2,2,2,6
12543.0,84,43,980.25,2,2,3,7
12547.0,136,13,175.78,2,1,1,4
12549.0,211,49,1575.68,1,3,3,7
12553.0,21,47,916.47,3,3,3,9
12554.0,84,26,468.5,2,2,2,6
12555.0,318,1,129.23,1,1,1,3
12557.0,7,25,6725.18,4,2,4,10
12562.0,21,39,1185.18,3,2,3,8
12563.0,44,13,249.24,3,1,1,5
12567.0,3,193,4308.58,4,4,4,12
12568.0,280,5,70.0,1,1,1,3
12570.0,318,1,77.52,1,1,1,3
12573.0,17,91,556.87,4,3,2,9
12575.0,93,38,622.8199999999999,2,2,2,6
12576.0,28,54,826.89,3,3,3,9
12577.0,17,155,995.9499999999999,4,4,3,11
12578.0,21,58,1847.94,3,3,4,10
12580.0,212,34,637.2,1,2,2,5
12582.0,58,81,1469.04,2,3,3,8
12583.0,9,219,7166.0599999999995,4,4,4,12
12586.0,10,83,1865.73,4,3,4,11
12588.0,35,36,743.88,3,2,3,8
12589.0,57,145,4048.98,2,4,4,10
12591.0,26,43,899.3,3,2,3,8
12592.0,155,63,2145.06,1,3,4,8
12594.0,14,81,1751.89,4,3,4,11
12595.0,140,19,299.02,1,2,1,4
12598.0,99,74,1511.01,2,3,3,8
12599.0,17,71,1264.14,4,3,3,10
12600.0,7,68,2444.88,4,3,4,11
12601.0,40,6,104.19999999999999,3,1,1,5
12605.0,12,76,1232.95,4,3,3,10
12606.0,318,1,21.0,1,1,1,3
12608.0,40,16,415.79,3,1,2,6
12609.0,10,115,2309.01,4,4,4,12
12613.0,24,174,3490.69,3,4,4,11
12615.0,49,165,3449.79,3,4,4,11
12616.0,24,22,417.8,3,2,2,7
12619.0,196,10,140.14,1,1,1,3
12621.0,1,303,11086.14,4,4,4,12
12623.0,52,155,3442.7400000000002,3,4,4,11
12625.0,145,97,2481.06,1,3,4,8
12629.0,21,45,1558.22,3,3,3,9
12631.0,92,152,2841.07,2,4,4,10
12632.0,156,35,804.88,1,2,3,6
12633.0,18,205,3514.18,4,4,4,12
12634.0,171,20,490.0,1,2,2,5
12635.0,28,78,1241.23,3,3,3,9
12636.0,374,1,141.0,1,1,1,3
12637.0,14,245,2318.41,4,4,4,12
12638.0,275,9,249.8,1,1,1,3
12639.0,70,42,826.27,2,2,3,7
12643.0,21,28,5005.78,3,2,4,9
12644.0,66,80,1440.58,2,3,3,8
12645.0,45,87,1764.12,3,3,4,10
12647.0,3,429,14201.53,4,4,4,12
12648.0,73,44,793.95,2,2,3,7
12649.0,18,87,1671.1399999999999,4,3,3,10
12651.0,14,21,263.75,4,2,1,7
12652.0,70,3,97.05000000000001,2,1,1,4
12653.0,162,43,1950.98,1,2,4,7
12655.0,59,16,261.35,2,1,1,4
12656.0,61,121,2356.66,2,4,4,10
12661.0,72,11,162.0,2,1,1,4
12662.0,9,176,3138.2400000000002,4,4,4,12
12663.0,260,10,239.4,1,1,1,3
12664.0,150,8,1188.16,1,1,3,5
12665.0,53,14,250.6,3,1,1,5
12666.0,30,31,1248.42,3,2,3,8
12668.0,14,378,7637.53,4,4,4,12
12670.0,21,23,764.24,3,2,3,8
12671.0,242,45,2622.481,1,3,4,8
12672.0,231,12,211.15,1,1,1,3
12673.0,37,32,619.5,3,2,2,7
12675.0,189,113,958.5,1,4,3,8
12676.0,44,62,1511.7,3,3,3,9
12677.0,191,21,395.1,1,2,2,5
12678.0,11,211,16652.72,4,4,4,12
12681.0,3,827,17080.74,4,4,4,12
12682.0,1,514,11745.69,4,4,4,12
12683.0,1,197,4220.21,4,4,4,12
12686.0,7,7,89.14,4,1,1,6
12687.0,116,126,2138.91,2,4,4,10
12691.0,56,7,134.6,2,1,1,4
12692.0,273,13,110.95,1,1,1,3
12693.0,32,40,847.11,3,2,3,8
12694.0,57,46,973.68,2,3,3,8
12695.0,164,32,825.02,1,2,3,6
12696.0,70,49,851.91,2,3,3,8
12698.0,226,16,339.75,1,1,2,4
12699.0,53,41,638.11,3,2,2,7
12701.0,165,94,1648.7,1,3,3,7
12703.0,269,53,722.98,1,3,3,7
12705.0,19,265,4893.81,3,4,4,11
12708.0,4,153,2601.19,4,4,4,12
12709.0,2,292,21356.82,4,4,4,12
12711.0,247,60,1339.05,1,3,3,7
12712.0,1,143,2797.53,4,4,4,12
12714.0,24,437,9384.85,3,4,4,11
12717.0,226,16,277.93,1,1,1,3
12720.0,5,155,2478.94,4,4,4,12
12721.0,21,78,1356.95,3,3,3,9
12724.0,19,76,1286.11,3,3,3,9
12725.0,7,106,2266.76,4,4,4,12
12726.0,23,55,1405.5,3,3,3,9
12727.0,78,64,1698.8300000000002,2,3,3,8
12728.0,19,15,233.84,3,1,1,5
12730.0,157,47,829.25,1,3,3,7
12731.0,78,119,6879.8,2,4,4,10
12733.0,25,135,2040.92,3,4,4,11
12734.0,10,15,529.25,4,1,2,7
12737.0,134,2,3710.5,2,1,4,7
12738.0,8,11,155.35,4,1,1,6
12739.0,21,51,1713.69,3,3,3,9
12741.0,165,16,406.07,1,1,2,4
12742.0,261,67,1201.52,1,3,3,7
12744.0,95,117,4037.77,2,4,4,10
12745.0,122,23,925.41,2,2,3,7
12746.0,176,17,254.55,1,1,1,3
12747.0,5,154,5080.53,4,4,4,12
12748.0,1,2633,22879.66,4,4,4,12
12749.0,35,139,2806.48,3,4,4,11
12751.0,80,62,268.27,2,3,1,6
12755.0,1,60,5218.709999999999,4,3,4,11
12758.0,95,216,7111.650000000001,2,4,4,10
12759.0,22,207,3489.3,3,4,4,11
12760.0,91,21,347.8,2,2,2,6
12761.0,93,27,782.95,2,2,3,7
12763.0,5,16,320.08,4,1,2,7
12765.0,108,68,1404.58,2,3,3,8
12766.0,2,145,3078.65,4,4,4,12
12767.0,11,43,949.82,4,2,3,9
12768.0,86,10,168.69000000000003,2,1,1,4
12770.0,92,16,1895.0,2,1,4,7
12771.0,121,15,282.3,2,1,1,4
12773.0,200,6,124.25,1,1,1,3
12774.0,171,6,98.7,1,1,1,3
12775.0,24,15,300.08,3,1,1,5
12776.0,303,4,55.5,1,1,1,3
12777.0,93,26,519.45,2,2,2,6
12778.0,32,64,953.45,3,3,3,9
12779.0,7,128,2740.91,4,4,4,12
12780.0,234,20,337.4,1,2,2,5
12782.0,10,124,2287.32,4,4,4,12
12784.0,165,72,1230.33,1,3,3,7
12785.0,171,42,788.45,1,2,3,6
12786.0,245,18,728.5,1,1,3,5
12787.0,49,24,398.52,3,2,2,7
12788.0,99,26,444.9,2,2,2,6
12789.0,148,4,181.5,1,1,1,3
12790.0,46,16,266.93,3,1,1,5
12791.0,9,28,863.51,4,2,3,9
12792.0,170,22,426.47,1,2,2,5
12793.0,7,27,471.85,4,2,2,8
12796.0,264,7,381.0,1,1,2,4
12797.0,1,30,552.08,4,2,2,8
12798.0,57,25,1533.8899999999999,2,2,3,7
12799.0,165,15,219.35,1,1,1,3
12800.0,106,34,584.25,2,2,2,6
12801.0,136,50,1071.82,2,3,3,8
12802.0,78,113,1988.84,2,4,4,10
12803.0,29,55,1092.81,3,3,3,9
12804.0,101,67,327.02,2,3,2,7
12805.0,17,58,1434.95,4,3,3,10
12806.0,71,67,2878.96,2,3,4,9
12807.0,19,16,330.35,3,1,2,6
12808.0,4,26,422.45,4,2,2,8
12809.0,201,56,1266.63,1,3,3,7
12810.0,170,32,534.99,1,2,2,5
12811.0,14,25,519.05,4,2,2,8
12813.0,137,45,1687.8,1,3,3,7
12817.0,35,21,524.94,3,2,2,7
12819.0,94,19,540.52,2,2,2,6
12820.0,33,100,1747.18,3,3,4,10
12821.0,247,7,128.07999999999998,1,1,1,3
12823.0,30,13,4742.0,3,1,4,8
12825.0,157,24,518.63,1,2,2,5
12826.0,1,75,1481.03,4,3,3,10
12829.0,186,8,92.30000000000001,1,1,1,3
12831.0,99,13,236.06,2,1,1,4
12835.0,63,620,6043.31,2,4,4,10
12836.0,25,239,3972.76,3,4,4,11
12837.0,205,80,554.31,1,3,2,6
12838.0,9,300,2715.35,4,4,4,12
12839.0,3,262,4480.31,4,4,4,12
12840.0,73,63,1315.2,2,3,3,8
12841.0,5,282,3518.33,4,4,4,12
12842.0,40,14,799.0,3,1,3,7
12843.0,18,118,4886.15,4,4,4,12
12844.0,78,51,322.64,2,3,2,7
12846.0,318,1,15.58,1,1,1,3
12847.0,23,35,765.36,3,2,3,8
12848.0,311,16,208.0,1,1,1,3
12849.0,17,97,2039.67,4,3,4,11
12850.0,81,2,330.0,2,1,2,5
12851.0,113,30,148.95,2,2,1,5
12853.0,63,70,1950.4,2,3,4,9
12854.0,197,155,1669.52,1,4,3,8
12855.0,8,67,612.84,4,3,2,9
12857.0,72,75,2581.6,2,3,4,9
12858.0,19,49,177.92,3,3,1,7
12859.0,94,21,575.1,2,2,2,6
12860.0,329,17,55.47,1,1,1,3
12861.0,255,4,68.25,1,1,1,3
12862.0,61,133,1008.3199999999999,2,4,3,9
12863.0,15,43,2271.35,4,2,4,10
12864.0,144,4,152.45,1,1,1,3
12865.0,14,100,1755.24,4,3,4,11
12866.0,110,37,668.23,2,2,2,6
12867.0,33,525,3876.47,3,4,4,11
12868.0,9,39,640.0,4,2,2,8
12869.0,317,37,337.66999999999996,1,2,2,5
12870.0,11,93,1676.95,4,3,3,10
12871.0,75,7,363.38,2,1,2,5
12872.0,1,370,3085.52,4,4,4,12
12873.0,33,31,1653.3,3,2,3,8
12874.0,21,48,948.42,3,3,3,9
12875.0,107,6,1013.76,2,1,3,6
12876.0,30,85,1863.77,3,3,4,10
12877.0,37,123,1419.4,3,4,3,10
12880.0,17,36,640.13,4,2,2,8
12887.0,19,13,222.4,3,1,1,5
12889.0,17,25,385.46000000000004,4,2,2,8
12890.0,23,57,336.8,3,3,2,8
12891.0,94,8,509.5,2,1,2,5
12892.0,32,18,263.38,3,1,1,5
12894.0,211,21,157.35,1,2,1,4
12897.0,17,10,297.75,4,1,1,6
12898.0,99,32,310.96000000000004,2,2,2,6
12899.0,49,17,366.4,3,1,2,6
12900.0,58,13,340.33,2,1,2,5
12903.0,64,41,833.53,2,2,3,7
12905.0,212,54,1018.42,1,3,3,7
12907.0,31,25,508.91,3,2,2,7
12908.0,16,3,1026.0,4,1,3,8
12909.0,60,67,924.52,2,3,3,8
12910.0,15,62,2721.48,4,3,4,11
12911.0,187,248,1680.47,1,4,3,8
12913.0,4,46,4217.2300000000005,4,3,4,11
12914.0,36,9,223.98,3,1,1,5
12915.0,8,51,811.1,4,3,3,10
12916.0,78,77,1647.87,2,3,3,8
12917.0,36,48,3765.2,3,3,4,10
12918.0,262,1,10953.5,1,1,4,6
12920.0,207,32,323.86,1,2,2,5
12921.0,2,814,19333.95,4,4,4,12
12923.0,26,33,612.9,3,2,2,7
12924.0,29,44,1535.7,3,2,3,8
12925.0,228,5,35.28,1,1,1,3
12926.0,47,274,1548.46,3,4,3,10
12927.0,30,11,197.31,3,1,1,5
12928.0,14,95,2242.19,4,3,4,11
12931.0,16,136,50291.38,4,4,4,12
12932.0,175,95,1698.56,1,3,3,7
12933.0,16,190,1079.5,4,4,3,11
12934.0,372,2,181.65,1,1,1,3
12935.0,11,125,2083.16,4,4,4,12
12937.0,99,97,1593.34,2,3,3,8
12939.0,15,39,13683.0,4,2,4,10
12941.0,360,27,377.49,1,2,2,5
12942.0,1,16,258.75,4,1,1,6
12943.0,194,25,496.5,1,2,2,5
12945.0,292,28,437.16,1,2,2,5
12946.0,72,20,324.45,2,2,2,6
12947.0,9,17,304.04,4,1,1,6
12948.0,366,9,252.48000000000002,1,1,1,3
12949.0,18,500,11359.48,4,4,4,12
12951.0,22,131,2149.65,3,4,4,11
12953.0,158,31,498.96000000000004,1,2,2,5
12954.0,274,10,162.45,1,1,1,3
12956.0,320,23,413.82,1,2,2,5
12957.0,177,252,4689.43,1,4,4,9
12958.0,36,57,539.49,3,3,2,8
12959.0,120,8,150.95,2,1,1,4
12960.0,49,70,1322.07,3,3,3,9
12961.0,15,40,211.99,4,2,1,7
12963.0,1,95,1744.96,4,3,4,11
12964.0,73,26,132.24,2,2,1,5
12967.0,7,61,2646.02,4,3,4,11
12969.0,238,5,122.45,1,1,1,3
12970.0,16,232,1072.73,4,4,3,11
12971.0,2,120,4782.88,4,4,4,12
12972.0,49,77,1161.2,3,3,3,9
12973.0,49,6,385.55,3,1,2,6
12974.0,201,24,264.15,1,2,1,4
12975.0,72,112,2100.09,2,4,4,10
12976.0,14,132,2417.7799999999997,4,4,4,12
12977.0,137,50,478.39,1,3,2,6
12978.0,21,163,2502.82,3,4,4,11
12979.0,365,56,517.7,1,3,2,6
12980.0,22,32,8870.880000000001,3,2,4,9
12982.0,30,150,2354.27,3,4,4,11
12983.0,234,30,490.08000000000004,1,2,2,5
12986.0,64,102,2729.84,2,3,4,9
12987.0,56,38,753.51,2,2,3,7
12989.0,60,33,6627.64,2,2,4,8
12990.0,53,14,546.0,3,1,2,6
12991.0,25,14,261.06,3,1,1,5
12992.0,361,6,93.35000000000001,1,1,1,3
12993.0,81,49,844.87,2,3,3,8
12996.0,11,22,355.5,4,2,2,8
12997.0,30,48,884.02,3,3,3,9
12998.0,128,58,920.08,2,3,3,8
13000.0,361,31,497.65000000000003,1,2,2,5
13001.0,40,687,14353.28,3,4,4,11
13002.0,52,16,293.18,3,1,1,5
13004.0,22,411,5994.94,3,4,4,11
13005.0,67,30,485.98,2,2,2,6
13007.0,215,11,175.25,1,1,1,3
13008.0,33,21,382.66,3,2,2,7
13009.0,308,4,234.0,1,1,1,3
13010.0,10,12,330.12,4,1,2,7
13011.0,8,3,50.550000000000004,4,1,1,6
13012.0,65,65,1310.99,2,3,3,8
13013.0,7,335,7814.83,4,4,4,12
13014.0,68,115,1914.8,2,4,4,10
13015.0,74,173,3240.14,2,4,4,10
13018.0,49,145,2485.46,3,4,4,11
13019.0,15,55,1229.95,4,3,3,10
13020.0,198,39,618.96,1,2,2,5
13021.0,10,126,2270.86,4,4,4,12
13022.0,65,5,65.3,2,1,1,4
13023.0,164,36,759.13,1,2,3,6
13024.0,106,31,555.87,2,2,2,6
13025.0,367,13,323.39,1,1,2,4
13026.0,124,42,757.72,2,2,3,7
13027.0,21,60,10423.2,3,3,4,10
13029.0,10,7,679.8,4,1,2,7
13030.0,4,60,427.74,4,3,2,9
13031.0,43,435,3419.27,3,4,4,11
13032.0,28,141,1833.37,3,4,4,11
13033.0,65,2,30.0,2,1,1,4
13034.0,5,18,279.91,4,1,1,6
13035.0,67,15,442.32,2,1,2,5
13036.0,320,6,307.1,1,1,1,3
13037.0,35,184,3033.88,3,4,4,11
13039.0,220,55,1010.73,1,3,3,7
13041.0,86,35,799.13,2,2,3,7
13042.0,234,199,1556.54,1,4,3,8
13044.0,128,386,4293.43,2,4,4,10
13045.0,37,27,503.64,3,2,2,7
13046.0,92,21,319.94,2,2,2,6
13047.0,9,223,5557.62,4,4,4,12
13048.0,72,132,2248.3,2,4,4,10
13049.0,25,12,751.5600000000001,3,1,3,7
13050.0,2,606,6507.67,4,4,4,12
13051.0,214,4,155.8,1,1,1,3
13052.0,56,235,2820.38,2,4,4,10
13053.0,257,17,127.65,1,1,1,3
13055.0,65,78,1106.7,2,3,3,8
13056.0,187,19,209.48,1,2,1,4
13057.0,166,41,722.09,1,2,3,6
13059.0,49,194,2119.77,3,4,4,11
13063.0,116,12,188.4,2,1,1,4
13064.0,186,25,561.25,1,2,2,5
13065.0,9,62,1055.05,4,3,3,10
13067.0,45,17,393.05,3,1,2,6
13069.0,5,691,5247.01,4,4,4,12
13070.0,95,24,522.9,2,2,2,6
13071.0,248,12,129.22,1,1,1,3
13073.0,47,27,418.08,3,2,2,7
13074.0,147,29,1378.74,1,2,3,6
13076.0,93,9,135.4,2,1,1,4
13077.0,2,235,2335.4,4,4,4,12
13078.0,2,443,16904.510000000002,4,4,4,12
13079.0,53,11,199.08,3,1,1,5
13080.0,37,13,222.65,3,1,1,5
13081.0,7,1330,30867.77,4,4,4,12
13082.0,60,56,3722.12,2,3,4,9
13083.0,61,4,91.67999999999999,2,1,1,4
13084.0,127,2,122.39999999999999,2,1,1,4
13085.0,315,62,2017.2,1,3,4,8
13086.0,18,47,439.33000000000004,4,3,2,9
13087.0,362,15,313.64,1,1,2,4
13088.0,53,20,236.11,3,2,1,6
13089.0,4,1544,57912.03,4,4,4,12
13090.0,1,128,5192.27,4,4,4,12
13091.0,365,24,1976.0,1,2,4,7
13092.0,50,80,1662.45,3,3,3,9
13093.0,9,891,47111.18,4,4,4,12
13094.0,4,8,505.8,4,1,2,7
13096.0,30,1,419.70000000000005,3,1,2,6
13097.0,24,594,7378.8,3,4,4,11
13101.0,134,43,594.21,2,2,2,6
13102.0,1,188,5272.83,4,4,4,12
13103.0,73,25,465.70000000000005,2,2,2,6
13104.0,51,10,610.62,3,1,2,6
13105.0,72,1,72.0,2,1,1,4
13106.0,49,15,526.96,3,1,2,6
13107.0,49,120,3721.45,3,4,4,11
13108.0,8,35,748.46,4,2,3,9
13109.0,187,23,347.49,1,2,2,5
13110.0,73,107,1468.8000000000002,2,4,3,9
13111.0,354,12,321.88000000000005,1,1,2,4
13112.0,177,2,20.6,1,1,1,3
13113.0,2,192,6379.7699999999995,4,4,4,12
13114.0,366,16,234.38,1,1,1,3
13115.0,15,194,3199.92,4,4,4,12
13117.0,1,112,1658.8999999999999,4,4,3,11
13118.0,12,69,1217.6,4,3,3,10
13119.0,304,11,134.9,1,1,1,3
13123.0,108,45,506.75,2,3,2,7
13124.0,21,63,916.12,3,3,3,9
13125.0,159,21,158.57,1,2,1,4
13126.0,2,111,1898.6100000000001,4,4,4,12
13128.0,267,1,263.5,1,1,1,3
13129.0,88,11,233.25,2,1,1,4
13131.0,54,105,2240.47,2,4,4,10
13133.0,95,5,90.65,2,1,1,4
13134.0,38,23,681.65,3,2,2,7
13135.0,127,17,275.45,2,1,1,4
13136.0,11,188,3666.9500000000003,4,4,4,12
13137.0,22,737,4062.29,3,4,4,11
13138.0,8,36,504.85,4,2,2,8
13139.0,73,95,3138.04,2,3,4,9
13140.0,2,76,791.96,4,3,3,10
13141.0,21,290,5279.83,3,4,4,11
13143.0,220,23,405.1,1,2,2,5
13144.0,67,3,24.4,2,1,1,4
13145.0,8,4,805.0,4,1,3,8
13148.0,25,474,4914.6900000000005,3,4,4,11
13150.0,120,8,449.96999999999997,2,1,2,5
13151.0,261,102,1322.8700000000001,1,3,3,7
13152.0,53,135,2146.38,3,4,4,11
13154.0,35,93,1624.84,3,3,3,9
13155.0,4,79,778.42,4,3,3,10
13156.0,21,104,1586.54,3,4,3,10
13157.0,45,164,3946.14,3,4,4,11
13158.0,24,21,307.12,3,2,1,6
13161.0,136,26,366.13,2,2,2,6
13162.0,16,159,7587.2,4,4,4,12
13163.0,246,2,17.65,1,1,1,3
13164.0,205,10,372.2,1,1,2,4
13165.0,49,7,429.68,3,1,2,6
13166.0,50,28,466.98,3,2,2,7
13167.0,26,16,333.82,3,1,2,6
13168.0,178,49,556.12,1,3,2,6
13169.0,198,5,127.2,1,1,1,3
13172.0,36,1,69.6,3,1,1,5
13173.0,3,207,2285.7,4,4,4,12
13174.0,5,818,6677.81,4,4,4,12
13175.0,218,46,831.45,1,3,3,7
13177.0,66,13,229.75,2,1,1,4
13178.0,33,422,8333.72,3,4,4,11
13179.0,254,34,572.3100000000001,1,2,2,5
13180.0,243,4,86.10000000000001,1,1,1,3
13181.0,17,19,359.69,4,2,2,8
13183.0,30,62,3078.4,3,3,4,10
13187.0,260,27,130.99,1,2,1,4
13190.0,180,17,570.66,1,1,2,4
13191.0,294,59,164.69,1,3,1,5
13192.0,171,99,1646.6399999999999,1,3,3,7
13194.0,57,7,412.08,2,1,2,5
13195.0,50,52,172.38,3,3,1,7
13196.0,79,78,1271.06,2,3,3,8
13197.0,245,19,373.01000000000005,1,2,2,5
13198.0,23,88,1572.99,3,3,3,9
13199.0,2,88,6615.77,4,3,4,11
13201.0,138,88,1240.6100000000001,1,3,3,7
13202.0,30,69,1580.3,3,3,3,9
13203.0,22,112,1778.79,3,4,4,11
13204.0,367,57,966.6600000000001,1,3,3,7
13205.0,79,1,2803.2,2,1,4,7
13206.0,36,581,8377.32,3,4,4,11
13207.0,87,5,285.6,2,1,1,4
13208.0,85,105,764.6,2,4,3,9
13209.0,150,45,2617.9,1,3,4,8
13211.0,17,150,1531.9,4,4,3,11
13213.0,19,114,2330.94,3,4,4,11
13214.0,53,229,3264.23,3,4,4,11
13215.0,38,1,81.6,3,1,1,5
13217.0,291,1,132.5,1,1,1,3
13219.0,254,11,76.23,1,1,1,3
13220.0,211,32,516.8,1,2,2,5
13222.0,213,1,88.5,1,1,1,3
13223.0,59,8,805.9200000000001,2,1,3,6
13225.0,57,93,9796.23,2,3,4,9
13226.0,29,12,204.25,3,1,1,5
13230.0,1,728,3553.81,4,4,4,12
13233.0,56,33,571.34,2,2,2,6
13234.0,308,63,356.95,1,3,2,6
13237.0,23,24,643.0,3,2,2,7
13238.0,66,16,305.9,2,1,1,4
13239.0,73,72,1265.1299999999999,2,3,3,8
13240.0,1,164,1074.87,4,4,3,11
13241.0,47,42,115.58,3,2,1,6
13242.0,87,22,429.0,2,2,2,6
13243.0,85,162,677.97,2,4,2,8
13245.0,68,29,558.72,2,2,2,6
13246.0,29,238,1400.1299999999999,3,4,3,10
13249.0,37,12,897.52,3,1,3,7
13250.0,96,20,256.04,2,2,1,5
13251.0,38,25,252.68,3,2,1,6
13252.0,30,19,399.3,3,2,2,7
13253.0,66,39,1920.71,2,2,4,8
13254.0,12,4,51.410000000000004,4,1,1,6
13255.0,9,19,504.95,4,2,2,8
13257.0,72,7,149.75,2,1,1,4
13258.0,15,8,336.59999999999997,4,1,2,7
13259.0,33,237,1141.06,3,4,3,10
13262.0,25,39,373.16,3,2,2,7
13263.0,29,243,1250.6200000000001,3,4,3,10
13264.0,78,38,722.5600000000001,2,2,3,7
13266.0,49,120,2300.78,3,4,4,11
13267.0,2,215,5236.77,4,4,4,12
